respondent_id,age,gender,country,education_level,industry,job_role,years_in_role,company_size,digital_adoption_score,ai_usage_frequency,growth_mindset_score,limiting_beliefs_score,change_resistance_level,training_hours_last_year,leadership_score,team_openness_score,recent_failed_initiatives,positive_feedback_percent,retention_intent,survey_date
6995,60,Male,Japan,Master's,Energy,Technical Specialist,3,1001+,85.69,Often,69.61,21.63,Low,7,42.09,57.43,1,62.95,Likely,2025-07-29 04:47:08.279077
6996,51,Prefer not to say,Brazil,High School,Education,Staff,8,1001+,56.17,Often,50.63,41.76,Medium,8,17.67,2.04,3,42.47,Unlikely,2024-08-22 04:47:08.279077
6997,39,Male,South Africa,High School,IT,Staff,3,1001+,45.19,Occasionally,64.37,28.49,Low,7,38.34,28.89,0,39.43,Unlikely,2025-04-26 04:47:08.279077
6998,53,Other,South Africa,PhD,Manufacturing,Staff,4,1-50,69.53,Daily,73.44,30.79,Low,7,86.89,75.63,1,90.08,Very Likely,2024-09-27 04:47:08.279077
6999,35,Female,USA,Master's,Retail,Executive,3,51-200,48.43,Occasionally,83.86,20.8,Low,26,46.06,19.21,1,60.63,Likely,2025-03-22 04:47:08.279077
7000,44,Female,France,Bachelor's,Finance,Staff,3,1-50,27.47,Occasionally,33.8,65.08,Medium,9,64.79,41.45,0,48.57,Unlikely,2025-03-24 04:47:08.279077
7001,31,Male,Japan,High School,Retail,Manager,6,1001+,79.39,Never,75.18,22.95,Low,25,82.62,79.53,0,76.75,Very Likely,2024-08-24 04:47:08.279077
7002,26,Male,Germany,Master's,Energy,Manager,6,51-200,57.23,Never,47.21,61.85,Medium,30,80.87,74.61,0,50.3,Likely,2024-12-06 04:47:08.279077
7003,58,Female,India,PhD,Government,Technical Specialist,5,51-200,62.56,Often,80.51,23.6,Low,10,35.86,46.0,2,31.61,Unlikely,2025-04-25 04:47:08.279077
7004,36,Female,Brazil,Bachelor's,Consulting,Staff,0,51-200,74.15,Occasionally,60.28,35.58,Medium,3,37.42,28.18,4,29.63,Unlikely,2025-05-05 04:47:08.279077
7005,30,Male,Japan,Bachelor's,Healthcare,Staff,5,1-50,67.24,Daily,47.5,55.76,Medium,5,77.38,82.56,0,58.94,Likely,2025-02-21 04:47:08.279077
7006,25,Male,France,High School,Energy,Manager,3,201-1000,78.46,Rarely,76.68,26.0,Low,24,57.3,42.05,2,62.3,Likely,2024-08-23 04:47:08.279077
7007,42,Female,Germany,Bachelor's,Healthcare,Executive,9,51-200,63.04,Often,47.76,54.79,Medium,21,54.5,74.34,2,44.56,Unlikely,2025-05-15 04:47:08.279077
7008,46,Female,Brazil,Bachelor's,Education,Staff,2,1001+,56.98,Often,82.51,16.97,Low,6,58.02,96.56,0,69.04,Likely,2025-02-17 04:47:08.279077
7009,25,Male,Australia,Master's,Healthcare,Technical Specialist,3,1-50,59.0,Rarely,72.85,26.22,Low,5,19.64,26.46,0,42.87,Unlikely,2025-04-24 04:47:08.279077
7010,57,Female,Canada,Bachelor's,Media,Technical Specialist,5,1-50,74.43,Rarely,80.15,22.26,Low,11,39.88,55.09,0,68.94,Likely,2025-06-21 04:47:08.279077
7011,21,Female,USA,Bachelor's,Government,HR,8,51-200,65.48,Rarely,96.28,8.66,Low,9,28.89,46.94,0,36.31,Unlikely,2024-08-28 04:47:08.279077
7012,41,Female,Australia,High School,Education,Technical Specialist,4,201-1000,90.47,Rarely,62.04,46.83,Medium,13,58.04,38.22,1,71.04,Likely,2024-11-08 04:47:08.279077
7013,39,Female,Brazil,High School,Education,Operations,3,1-50,71.17,Never,70.39,33.22,Medium,10,12.94,29.93,0,30.57,Unlikely,2024-12-30 04:47:08.279077
7014,44,Male,UK,High School,IT,Staff,2,1-50,78.27,Often,66.75,34.02,Medium,11,30.39,44.81,0,40.11,Unlikely,2025-03-16 04:47:08.279077
7015,34,Other,France,Bachelor's,Media,Executive,2,51-200,71.83,Occasionally,77.81,26.72,Low,29,95.94,88.17,0,93.76,Very Likely,2025-02-22 04:47:08.279077
7016,48,Female,France,High School,Finance,HR,5,1-50,52.23,Often,80.13,27.0,Low,10,11.24,5.57,0,45.88,Unlikely,2025-01-05 04:47:08.279077
7017,27,Female,Japan,Other,Government,Operations,5,51-200,22.68,Never,62.02,32.43,Low,2,56.97,54.2,1,65.9,Likely,2024-12-27 04:47:08.279077
7018,56,Male,USA,Master's,Government,Staff,2,201-1000,74.16,Often,57.09,35.45,Medium,8,55.52,49.34,0,46.07,Unlikely,2025-03-27 04:47:08.279077
7019,52,Female,Germany,Bachelor's,Finance,Manager,1,201-1000,63.47,Occasionally,72.26,36.76,Medium,19,44.03,39.26,1,63.79,Likely,2024-10-27 04:47:08.279077
7020,41,Male,Brazil,Master's,Consulting,Executive,8,1-50,67.55,Often,54.65,37.55,Medium,22,91.67,55.34,3,75.58,Very Likely,2025-03-07 04:47:08.279077
7021,24,Male,UK,Bachelor's,Consulting,Staff,3,1-50,58.0,Occasionally,67.85,42.59,Medium,12,54.11,49.63,0,72.86,Likely,2024-12-31 04:47:08.279077
7022,58,Female,Germany,Master's,Media,Staff,3,1001+,55.87,Rarely,62.15,40.07,Medium,8,68.29,63.22,0,71.42,Likely,2025-06-12 04:47:08.279077
7023,37,Female,USA,Other,Finance,Executive,3,1001+,27.7,Daily,78.34,20.61,Low,22,57.06,79.35,2,62.73,Likely,2024-08-30 04:47:08.279077
7024,57,Female,Japan,Bachelor's,IT,HR,5,201-1000,54.7,Occasionally,82.81,22.13,Low,11,23.05,26.87,0,58.28,Likely,2025-07-22 04:47:08.279077
7025,56,Male,Canada,Other,Media,Staff,3,51-200,57.13,Occasionally,49.09,46.35,Medium,11,49.03,52.4,1,59.75,Likely,2025-04-24 04:47:08.279077
7026,49,Female,Germany,Bachelor's,Healthcare,Staff,8,1001+,49.76,Occasionally,42.57,50.74,Medium,12,23.02,40.25,3,39.49,Unlikely,2024-10-14 04:47:08.279077
7027,50,Male,UK,High School,Energy,Staff,1,201-1000,57.35,Occasionally,80.44,32.83,Low,11,45.59,28.82,4,83.24,Very Likely,2025-03-28 04:47:08.279077
7028,29,Female,India,Bachelor's,Finance,Staff,7,201-1000,66.52,Never,58.62,43.78,Medium,13,28.56,43.25,2,36.79,Unlikely,2025-06-29 04:47:08.279077
7029,34,Male,France,Other,Energy,HR,1,201-1000,67.27,Often,77.77,32.28,Low,9,27.71,39.92,2,55.88,Likely,2025-03-22 04:47:08.279077
7030,37,Female,Germany,Bachelor's,Finance,Executive,3,51-200,60.48,Occasionally,65.57,22.88,Low,28,74.78,67.69,2,79.66,Very Likely,2024-09-18 04:47:08.279077
7031,42,Female,South Africa,Bachelor's,Finance,Technical Specialist,4,1-50,41.17,Rarely,49.71,33.45,Medium,11,44.3,44.07,0,48.45,Unlikely,2025-04-16 04:47:08.279077
7032,52,Male,UK,High School,Consulting,Staff,2,1-50,46.19,Occasionally,65.51,23.07,Low,11,59.45,83.0,0,55.1,Likely,2024-09-29 04:47:08.279077
7033,35,Male,India,High School,Healthcare,Manager,5,1001+,73.14,Rarely,68.63,16.59,Low,29,23.02,17.53,0,38.19,Unlikely,2024-11-03 04:47:08.279077
7034,57,Female,South Africa,Master's,IT,Staff,4,1001+,58.5,Occasionally,29.85,74.17,High,14,39.82,68.98,1,19.47,Very Unlikely,2025-05-29 04:47:08.279077
7035,54,Female,Australia,Bachelor's,Consulting,Manager,2,51-200,36.13,Often,77.9,19.51,Low,25,60.34,42.44,1,59.39,Likely,2025-07-25 04:47:08.279077
7036,53,Female,South Africa,High School,Finance,HR,5,201-1000,74.55,Never,85.21,17.92,Low,8,53.06,55.76,1,62.86,Likely,2025-05-09 04:47:08.279077
7037,47,Female,Australia,Bachelor's,Retail,Technical Specialist,8,1001+,64.47,Occasionally,54.51,47.72,Medium,12,52.31,59.49,1,52.19,Likely,2024-10-11 04:47:08.279077
7038,21,Male,UK,High School,Consulting,HR,4,1001+,81.29,Often,75.45,24.03,Low,12,25.08,58.36,1,41.9,Unlikely,2025-02-20 04:47:08.279077
7039,49,Male,Japan,Bachelor's,Energy,Technical Specialist,6,201-1000,100.0,Often,66.12,23.47,Low,10,45.95,62.66,0,49.08,Unlikely,2025-03-02 04:47:08.279077
7040,32,Male,USA,Master's,Media,Technical Specialist,7,51-200,58.53,Never,69.42,35.9,Medium,7,70.2,93.0,0,74.11,Likely,2025-01-15 04:47:08.279077
7041,60,Male,UK,Bachelor's,IT,Staff,6,201-1000,51.72,Rarely,62.26,42.97,Medium,13,52.15,37.11,0,75.59,Very Likely,2025-03-21 04:47:08.279077
7042,35,Female,USA,High School,Media,HR,5,1001+,75.79,Occasionally,66.2,25.99,Low,7,54.39,54.95,0,45.74,Unlikely,2024-08-15 04:47:08.279077
7043,24,Male,France,High School,Consulting,Executive,4,51-200,62.99,Occasionally,54.24,40.2,Medium,26,100.0,100.0,1,84.61,Very Likely,2024-11-02 04:47:08.279077
7044,47,Female,India,Bachelor's,Retail,Manager,9,1-50,54.82,Occasionally,75.42,28.37,Low,32,91.05,91.79,0,66.02,Likely,2025-03-23 04:47:08.279077
7045,58,Female,Canada,Master's,Education,Manager,2,1001+,69.55,Never,76.67,21.54,Low,25,39.65,16.7,0,61.27,Likely,2025-06-01 04:47:08.279077
7046,39,Female,Canada,Bachelor's,Retail,Manager,4,51-200,53.52,Rarely,89.87,13.47,Low,25,72.32,81.03,1,84.22,Very Likely,2025-08-02 04:47:08.279077
7047,43,Female,Brazil,Bachelor's,Finance,Executive,2,51-200,66.72,Occasionally,66.42,29.55,Low,26,73.06,99.88,0,70.41,Likely,2024-11-14 04:47:08.279077
7048,46,Male,Canada,High School,Healthcare,Staff,2,51-200,72.8,Rarely,65.17,41.82,Medium,12,32.79,39.49,1,40.18,Unlikely,2025-03-23 04:47:08.279077
7049,49,Female,UK,Bachelor's,Media,Technical Specialist,4,51-200,52.13,Rarely,66.9,25.64,Low,7,30.23,28.53,0,35.19,Unlikely,2024-09-18 04:47:08.279077
7050,46,Male,South Africa,Bachelor's,Healthcare,Staff,4,1-50,40.58,Often,100.0,0.0,Low,14,31.38,56.52,0,62.64,Likely,2024-12-09 04:47:08.279077
7051,45,Male,UK,High School,Energy,Staff,5,51-200,50.76,Occasionally,73.33,50.5,Medium,9,46.46,5.83,1,42.06,Unlikely,2025-01-15 04:47:08.279077
7052,26,Female,Germany,Bachelor's,Government,HR,5,201-1000,48.3,Often,84.95,22.95,Low,14,66.07,54.26,0,64.74,Likely,2025-07-23 04:47:08.279077
7053,57,Male,Australia,Bachelor's,Manufacturing,Operations,1,51-200,54.91,Often,44.94,52.83,Medium,7,25.47,22.36,1,43.99,Unlikely,2025-07-01 04:47:08.279077
7054,24,Prefer not to say,France,Master's,Media,Staff,8,201-1000,41.07,Never,94.95,0.0,Low,8,36.58,50.46,1,55.55,Likely,2025-08-02 04:47:08.279077
7055,42,Female,Germany,Master's,Manufacturing,Executive,4,201-1000,63.67,Occasionally,48.49,47.76,Medium,25,61.49,91.99,2,41.55,Unlikely,2024-10-25 04:47:08.279077
7056,47,Female,France,Bachelor's,Energy,Staff,3,201-1000,86.55,Rarely,40.3,60.95,Medium,8,93.73,100.0,0,87.81,Very Likely,2024-10-05 04:47:08.279077
7057,53,Male,Canada,PhD,Energy,Staff,5,201-1000,68.72,Daily,93.49,0.0,Low,12,45.69,54.29,1,53.49,Likely,2024-09-18 04:47:08.279077
7058,34,Female,Germany,Master's,Retail,Executive,3,201-1000,59.02,Occasionally,77.81,29.74,Low,27,79.11,91.26,1,67.37,Likely,2024-09-30 04:47:08.279077
7059,51,Male,Australia,High School,Finance,Manager,6,51-200,80.69,Occasionally,73.17,27.59,Low,25,67.56,36.68,1,75.87,Very Likely,2025-07-30 04:47:08.279077
7060,45,Female,Japan,Master's,Government,Manager,3,1-50,60.69,Never,72.14,20.68,Low,28,73.74,67.9,1,86.29,Very Likely,2025-03-21 04:47:08.279077
7061,50,Male,Australia,Bachelor's,Healthcare,Technical Specialist,8,51-200,74.86,Occasionally,79.56,11.6,Low,8,58.87,58.15,0,62.69,Likely,2025-06-23 04:47:08.279077
7062,38,Female,South Africa,PhD,IT,Staff,5,51-200,57.87,Never,80.53,12.52,Low,7,48.01,39.0,0,70.49,Likely,2025-02-04 04:47:08.279077
7063,28,Male,USA,Bachelor's,Government,Staff,4,1-50,81.88,Rarely,68.06,28.54,Low,14,1.21,0.0,0,39.32,Unlikely,2024-09-15 04:47:08.279077
7064,48,Male,France,Bachelor's,Education,Technical Specialist,2,51-200,67.38,Never,62.94,39.12,Medium,14,45.14,59.64,0,36.67,Unlikely,2025-04-28 04:47:08.279077
7065,58,Female,UK,PhD,Government,HR,6,51-200,66.87,Occasionally,70.12,40.91,Medium,13,42.59,49.43,0,70.01,Likely,2025-07-31 04:47:08.279077
7066,23,Male,Australia,Bachelor's,IT,Staff,5,1-50,81.64,Often,71.41,26.03,Low,12,33.34,22.87,1,51.47,Likely,2025-02-15 04:47:08.279077
7067,22,Female,India,Bachelor's,Education,Staff,4,201-1000,54.11,Occasionally,80.77,12.06,Low,12,54.36,50.2,0,52.14,Likely,2025-04-21 04:47:08.279077
7068,48,Male,France,Master's,Finance,Executive,6,1-50,47.57,Rarely,71.51,27.31,Low,31,78.12,68.78,0,99.48,Very Likely,2025-06-12 04:47:08.279077
7069,30,Male,USA,Bachelor's,IT,Staff,4,201-1000,65.73,Occasionally,76.37,22.0,Low,8,46.05,56.01,0,49.58,Unlikely,2024-10-23 04:47:08.279077
7070,52,Female,India,Master's,Retail,Staff,4,1-50,62.04,Occasionally,70.29,44.19,Medium,12,23.79,33.92,1,33.18,Unlikely,2025-02-12 04:47:08.279077
7071,57,Male,Japan,Bachelor's,Education,Manager,4,51-200,71.5,Occasionally,75.81,19.29,Low,33,44.25,38.8,1,55.53,Likely,2025-05-11 04:47:08.279077
7072,30,Male,Japan,Bachelor's,Manufacturing,Manager,3,1-50,46.48,Rarely,61.95,50.44,Medium,37,63.97,87.5,0,70.36,Likely,2025-02-13 04:47:08.279077
7073,46,Female,France,Bachelor's,IT,HR,2,201-1000,89.71,Occasionally,77.24,15.4,Low,11,30.89,7.29,1,65.38,Likely,2024-08-25 04:47:08.279077
7074,52,Male,India,Bachelor's,Education,Manager,3,201-1000,87.11,Occasionally,53.46,40.08,Medium,28,88.27,64.88,1,75.35,Very Likely,2024-10-29 04:47:08.279077
7075,40,Male,Germany,High School,Government,HR,5,51-200,64.12,Rarely,97.29,0.0,Low,11,38.33,45.54,0,64.37,Likely,2025-01-21 04:47:08.279077
7076,58,Male,Canada,Bachelor's,IT,Manager,10,201-1000,78.31,Occasionally,85.69,23.88,Low,22,94.29,86.5,3,100.0,Very Likely,2025-05-19 04:47:08.279077
7077,50,Male,India,High School,Manufacturing,Staff,1,51-200,54.74,Often,58.06,41.39,Medium,13,79.66,96.79,1,49.42,Unlikely,2025-07-06 04:47:08.279077
7078,57,Female,India,High School,Retail,Staff,2,1-50,63.07,Rarely,59.25,43.87,Medium,9,51.98,76.16,0,50.75,Likely,2024-10-18 04:47:08.279077
7079,21,Male,South Africa,High School,Consulting,Manager,3,1-50,64.67,Daily,67.93,29.17,Low,32,42.08,31.0,5,57.07,Likely,2024-10-25 04:47:08.279077
7080,46,Female,Brazil,Bachelor's,Government,Staff,3,51-200,61.89,Often,41.63,67.4,High,7,90.87,100.0,0,64.29,Likely,2024-10-16 04:47:08.279077
7081,55,Male,Germany,Bachelor's,Government,Staff,5,51-200,52.71,Often,58.81,36.69,Medium,6,43.33,35.57,0,25.63,Unlikely,2024-11-02 04:47:08.279077
7082,30,Male,Brazil,Bachelor's,Consulting,HR,2,1-50,50.56,Often,50.19,45.62,Medium,10,51.97,15.11,5,33.8,Unlikely,2025-08-02 04:47:08.279077
7083,37,Male,India,Bachelor's,Government,HR,1,201-1000,45.8,Daily,79.48,18.49,Low,11,68.25,44.24,0,73.21,Likely,2024-08-29 04:47:08.279077
7084,20,Female,India,Bachelor's,Manufacturing,Technical Specialist,3,1001+,66.76,Never,63.62,33.11,Medium,5,54.88,59.71,2,54.43,Likely,2025-03-05 04:47:08.279077
7085,54,Other,UK,Bachelor's,Retail,Manager,5,201-1000,57.68,Never,62.09,32.31,Low,19,62.86,49.86,0,63.38,Likely,2025-01-07 04:47:08.279077
7086,54,Female,South Africa,High School,Finance,Manager,5,51-200,60.63,Often,52.23,60.07,Medium,31,39.01,41.3,0,42.64,Unlikely,2025-01-08 04:47:08.279077
7087,50,Prefer not to say,Brazil,Bachelor's,Consulting,Manager,3,51-200,81.12,Occasionally,82.32,19.18,Low,24,98.42,100.0,1,83.96,Very Likely,2025-03-19 04:47:08.279077
7088,47,Male,Brazil,High School,Healthcare,Technical Specialist,3,1-50,51.41,Rarely,94.46,16.44,Low,7,61.18,67.15,1,80.07,Very Likely,2024-12-28 04:47:08.279077
7089,58,Male,UK,Bachelor's,Manufacturing,Staff,4,51-200,47.36,Daily,56.12,32.54,Low,4,16.72,15.07,5,40.47,Unlikely,2025-06-19 04:47:08.279077
7090,20,Male,USA,Bachelor's,Finance,Manager,4,1-50,41.36,Rarely,86.57,17.75,Low,21,89.34,100.0,0,95.97,Very Likely,2024-11-03 04:47:08.279077
7091,44,Male,France,Bachelor's,Media,Staff,4,1-50,64.67,Never,64.61,40.4,Medium,12,20.95,3.9,5,36.27,Unlikely,2024-10-02 04:47:08.279077
7092,57,Male,Canada,High School,Finance,Operations,4,201-1000,49.69,Never,60.04,56.59,Medium,9,30.02,4.26,1,32.17,Unlikely,2024-10-09 04:47:08.279077
7093,39,Male,UK,Master's,Retail,Technical Specialist,3,51-200,43.97,Occasionally,58.29,31.0,Low,11,56.81,54.14,0,45.96,Unlikely,2024-11-14 04:47:08.279077
7094,22,Male,Germany,Bachelor's,Healthcare,HR,9,201-1000,52.63,Never,53.34,45.43,Medium,10,2.95,0.0,3,24.83,Very Unlikely,2024-08-04 04:47:08.279077
7095,21,Male,Australia,Master's,Retail,Technical Specialist,6,1001+,60.38,Daily,59.85,42.83,Medium,17,63.49,58.74,0,70.51,Likely,2025-06-17 04:47:08.279077
7096,37,Male,USA,High School,Manufacturing,Technical Specialist,2,1-50,58.27,Never,73.2,39.43,Medium,15,59.24,53.94,2,69.89,Likely,2024-12-10 04:47:08.279077
7097,29,Male,Japan,Master's,Consulting,Technical Specialist,4,1-50,87.7,Rarely,76.31,38.44,Medium,10,58.21,64.74,0,79.08,Very Likely,2024-08-09 04:47:08.279077
7098,24,Female,Australia,Bachelor's,Healthcare,Staff,6,1001+,57.88,Rarely,86.52,6.37,Low,7,86.46,97.21,0,96.39,Very Likely,2025-03-25 04:47:08.279077
7099,28,Male,UK,High School,Consulting,Staff,3,51-200,21.7,Rarely,96.96,12.5,Low,5,54.23,47.05,2,74.16,Likely,2025-04-14 04:47:08.279077
7100,21,Female,USA,High School,Healthcare,Technical Specialist,1,1-50,64.22,Often,29.73,64.26,Medium,13,53.87,56.56,1,52.1,Likely,2025-04-15 04:47:08.279077
7101,53,Female,Japan,High School,Education,Manager,4,201-1000,61.97,Occasionally,72.16,26.64,Low,30,35.93,29.14,2,61.85,Likely,2025-05-08 04:47:08.279077
7102,57,Male,India,Bachelor's,Finance,Staff,1,201-1000,75.05,Never,79.62,5.56,Low,19,24.11,15.44,3,40.66,Unlikely,2024-08-05 04:47:08.279077
7103,50,Male,South Africa,High School,Retail,Operations,4,51-200,64.94,Never,76.31,16.88,Low,9,57.98,48.27,0,62.93,Likely,2025-06-10 04:47:08.279077
7104,29,Male,Australia,Bachelor's,Government,Technical Specialist,2,1001+,64.0,Rarely,43.79,55.06,Medium,11,65.91,73.28,0,64.2,Likely,2025-04-12 04:47:08.279077
7105,31,Female,Australia,Bachelor's,Consulting,HR,4,51-200,28.9,Rarely,75.37,32.7,Low,8,44.33,30.92,0,66.92,Likely,2024-12-02 04:47:08.279077
7106,55,Male,UK,Bachelor's,Manufacturing,Operations,7,51-200,63.66,Occasionally,61.6,34.28,Medium,9,69.07,84.86,0,51.02,Likely,2024-11-22 04:47:08.279077
7107,40,Male,Australia,Master's,Media,Staff,3,51-200,52.68,Daily,80.03,12.76,Low,11,58.9,71.94,1,64.31,Likely,2025-05-31 04:47:08.279077
7108,25,Male,India,Bachelor's,Finance,Manager,5,51-200,50.12,Occasionally,52.28,39.69,Medium,27,71.64,56.11,0,60.46,Likely,2025-07-06 04:47:08.279077
7109,22,Female,Brazil,Bachelor's,Consulting,Technical Specialist,3,1-50,64.96,Daily,53.17,52.0,Medium,13,13.4,0.0,0,49.19,Unlikely,2025-04-03 04:47:08.279077
7110,29,Male,USA,High School,Retail,Executive,6,1-50,52.6,Occasionally,58.72,33.49,Medium,30,58.8,59.82,4,70.77,Likely,2025-03-23 04:47:08.279077
7111,24,Female,Australia,High School,Manufacturing,Executive,8,51-200,71.02,Occasionally,64.23,26.58,Low,28,73.61,45.87,1,59.96,Likely,2025-02-28 04:47:08.279077
7112,45,Female,USA,Bachelor's,Finance,Manager,3,1-50,54.68,Rarely,62.98,34.24,Medium,26,62.86,51.61,1,61.59,Likely,2025-03-17 04:47:08.279077
7113,40,Female,Japan,Master's,Manufacturing,Executive,4,1-50,74.62,Never,57.86,32.23,Low,42,68.08,44.3,1,67.26,Likely,2024-09-12 04:47:08.279077
7114,45,Female,Japan,High School,Healthcare,Staff,3,1-50,78.65,Never,58.43,33.82,Medium,9,55.08,51.44,0,62.37,Likely,2025-06-06 04:47:08.279077
7115,57,Female,Australia,Bachelor's,Manufacturing,Technical Specialist,3,1001+,63.32,Rarely,58.33,37.46,Medium,4,52.17,52.43,3,45.31,Unlikely,2025-06-06 04:47:08.279077
7116,45,Female,Australia,Master's,Manufacturing,Technical Specialist,5,1001+,58.79,Rarely,67.07,37.93,Medium,12,50.79,56.23,5,65.32,Likely,2024-08-06 04:47:08.279077
7117,27,Female,Japan,PhD,Government,Manager,4,1001+,92.53,Never,43.78,57.63,Medium,24,50.97,69.38,0,55.24,Likely,2024-12-06 04:47:08.279077
7118,24,Male,Germany,Other,IT,Technical Specialist,5,1001+,71.32,Daily,85.37,10.5,Low,11,31.79,10.23,0,52.25,Likely,2025-05-10 04:47:08.279077
7119,34,Male,Japan,Master's,Media,Technical Specialist,4,1-50,88.31,Never,70.66,24.47,Low,10,60.98,44.57,2,58.23,Likely,2024-12-23 04:47:08.279077
7120,35,Female,Germany,High School,Education,Executive,2,201-1000,56.42,Never,74.83,22.28,Low,24,100.0,100.0,1,93.78,Very Likely,2025-06-16 04:47:08.279077
7121,20,Female,Canada,Master's,Healthcare,Staff,6,51-200,71.29,Never,78.38,23.54,Low,15,36.96,83.17,1,70.24,Likely,2025-06-20 04:47:08.279077
7122,35,Female,India,Master's,Government,Staff,4,1-50,66.18,Never,85.89,16.39,Low,5,39.15,44.84,3,67.78,Likely,2025-05-15 04:47:08.279077
7123,56,Female,India,Bachelor's,Government,Staff,8,201-1000,75.25,Rarely,86.44,2.61,Low,13,29.71,41.56,0,62.11,Likely,2024-11-17 04:47:08.279077
7124,22,Female,USA,High School,Consulting,HR,5,201-1000,49.23,Rarely,53.22,52.67,Medium,6,20.77,14.46,1,45.59,Unlikely,2024-08-28 04:47:08.279077
7125,50,Male,South Africa,Bachelor's,Energy,Staff,9,201-1000,87.78,Occasionally,89.07,6.47,Low,15,74.56,68.49,1,60.96,Likely,2024-11-05 04:47:08.279077
7126,32,Female,UK,High School,Manufacturing,Manager,4,201-1000,61.64,Never,66.05,32.61,Low,36,42.2,48.34,0,25.06,Unlikely,2024-10-17 04:47:08.279077
7127,35,Male,USA,Bachelor's,Media,Staff,1,1-50,58.18,Rarely,75.24,23.09,Low,11,78.38,73.17,0,84.08,Very Likely,2024-08-31 04:47:08.279077
7128,40,Other,Australia,Master's,Finance,Staff,2,51-200,55.0,Daily,72.79,31.64,Low,8,52.82,46.64,1,65.42,Likely,2025-07-03 04:47:08.279077
7129,21,Female,France,Bachelor's,Retail,Operations,4,51-200,68.32,Never,47.19,52.84,Medium,12,62.19,61.28,1,57.36,Likely,2025-01-28 04:47:08.279077
7130,46,Female,Japan,Master's,Healthcare,Staff,0,201-1000,52.09,Never,55.63,50.12,Medium,11,69.31,77.77,0,62.33,Likely,2024-08-21 04:47:08.279077
7131,57,Male,France,Bachelor's,Consulting,HR,3,51-200,56.92,Occasionally,66.5,35.53,Medium,8,63.77,41.52,0,59.22,Likely,2024-10-16 04:47:08.279077
7132,45,Male,Canada,Bachelor's,Consulting,Staff,4,1-50,42.45,Often,86.27,2.13,Low,4,66.12,71.83,0,76.3,Very Likely,2024-08-19 04:47:08.279077
7133,57,Male,Canada,PhD,Retail,Staff,2,51-200,60.88,Daily,72.45,20.49,Low,8,6.82,24.4,3,35.73,Unlikely,2025-07-10 04:47:08.279077
7134,44,Female,Brazil,Bachelor's,Manufacturing,Staff,5,51-200,54.65,Rarely,66.67,33.17,Medium,15,38.94,34.47,0,46.18,Unlikely,2025-05-25 04:47:08.279077
7135,30,Female,Canada,Master's,Consulting,HR,2,51-200,53.51,Occasionally,83.51,14.27,Low,7,49.63,42.71,2,48.58,Unlikely,2025-06-07 04:47:08.279077
7136,27,Male,USA,Bachelor's,Retail,Technical Specialist,5,51-200,50.13,Never,48.41,66.95,High,7,67.54,76.55,0,71.07,Likely,2025-01-02 04:47:08.279077
7137,27,Female,Japan,Bachelor's,Media,Manager,5,1-50,66.65,Daily,70.84,20.5,Low,26,66.77,52.4,5,58.12,Likely,2025-01-19 04:47:08.279077
7138,52,Female,UK,PhD,Government,Manager,3,51-200,61.87,Occasionally,68.35,38.33,Medium,22,66.47,66.39,2,90.89,Very Likely,2024-09-16 04:47:08.279077
7139,26,Male,USA,Bachelor's,Media,Executive,3,1-50,73.67,Rarely,63.61,37.56,Medium,24,67.65,65.84,0,53.83,Likely,2024-08-28 04:47:08.279077
7140,57,Male,Japan,Bachelor's,Consulting,Staff,3,1-50,76.34,Occasionally,46.8,58.64,Medium,7,26.3,31.07,0,34.26,Unlikely,2024-09-27 04:47:08.279077
7141,40,Female,South Africa,Bachelor's,Manufacturing,Staff,5,1-50,78.81,Occasionally,69.75,37.37,Medium,6,76.06,63.67,4,62.69,Likely,2025-03-04 04:47:08.279077
7142,27,Female,South Africa,Master's,Retail,HR,3,1001+,58.5,Never,71.25,31.41,Low,10,4.73,0.0,0,35.04,Unlikely,2024-11-02 04:47:08.279077
7143,40,Female,Germany,Master's,Government,Operations,2,1-50,73.27,Never,53.29,49.64,Medium,11,39.75,45.97,1,43.63,Unlikely,2024-10-24 04:47:08.279077
7144,39,Female,Japan,Bachelor's,Manufacturing,HR,3,1001+,74.5,Daily,66.99,29.89,Low,16,52.87,49.14,4,53.71,Likely,2025-07-13 04:47:08.279077
7145,27,Prefer not to say,UK,High School,Manufacturing,Executive,5,51-200,71.76,Often,66.91,32.3,Low,21,97.65,100.0,5,96.32,Very Likely,2024-12-26 04:47:08.279077
